student_id,math_track,first_math_grade,first_math_grade_point,math_track_encoded
S4b7df68e2d67d121,calculus,C+,2.5,3
S4b987121f41c4e52,calculus,C,2.0,3
S4ba25a9be31ae21b,precalculus,D+,1.5,2
S4ba42097d441a42e,calculus,A,4.0,3
S4bad489dddf5a999,calculus,B+,3.5,3
S4bbe8b44c845e03c,precalculus,C+,2.5,2
S4bc236c967663c6d,calculus,B,3.0,3
S4bc4518ab94b5365,precalculus,B,3.0,2
S4bc4ac68c09053f0,calculus,C,2.0,3
S4bc771a1cafd5595,precalculus,A,4.0,2
S4bc965eb8f446bfb,precalculus,C,2.0,2
S4bf3d76f7853ea28,precalculus,B,3.0,2
S4c10abb87e7744e6,calculus,B,3.0,3
S4c145f7b977afc85,calculus,C,2.0,3
S4c21591efeef29d8,calculus,A,4.0,3
S4c4db0c46663efed,precalculus,C,2.0,2
S4c4e16b64434f21d,calculus,C,2.0,3
S4c55f47aaaf804b4,college_algebra,C+,2.5,1
S4c6671d177103e7e,calculus,C+,2.5,3
S4c67610c93313d73,calculus,A,4.0,3
S4c9831f4ef6e04fc,college_algebra,B,3.0,1
S4c9f6beba534e484,calculus,D+,1.5,3
S4ccfb4cee5004215,calculus,B,3.0,3
S4cda74d319d1b292,precalculus,D+,1.5,2
S4ce0642ee780c2eb,calculus,A,4.0,3
S4ce28ad3d8622d28,calculus,D+,1.5,3
S4cf891920ed46279,calculus,B,3.0,3
S4d0282f3bd0c7807,precalculus,D+,1.5,2
S4d141b7b8e89828f,precalculus,B,3.0,2
S4d2b70dfdd9c0c53,precalculus,B+,3.5,2
S4d40ce5e7315862c,calculus,D+,1.5,3
S4d53e3e49ed5f038,precalculus,B+,3.5,2
S4d58843e46bccb22,precalculus,E,0.0,2
S4d6cf855b678c6e6,precalculus,C,2.0,2
S4d8a2ddd72f6cfba,calculus,C,2.0,3
S4db8a11b28098c8c,calculus,B,3.0,3
S4dc1768cf26f9461,calculus,C,2.0,3
S4dc183649ba3b450,calculus,D+,1.5,3
S4dc9a6458fe9d867,calculus,B,3.0,3
S4dd4bcc687961771,college_algebra,A,4.0,1
S4dde8f85a79a2b43,calculus,B+,3.5,3
S4e056a3d1de606e6,precalculus,A,4.0,2
S4e07b6eeb7061185,calculus,E,0.0,3
S4e157ad67d5569d6,calculus,C+,2.5,3
S4e2ccb11ab337e4c,calculus,B+,3.5,3
S4e3cde996880e089,calculus,B,3.0,3
S4e4be33e9295c84a,calculus,C+,2.5,3
S4e4e4770238cba2f,calculus,B+,3.5,3
S4e53b4dd3c57e520,calculus,B,3.0,3
S4e55803716b01a01,calculus,B,3.0,3
S4e5e5f1abb771eea,calculus,D+,1.5,3
S4e9933e625328091,precalculus,B,3.0,2
S4ea1573ef3d6769a,calculus,D+,1.5,3
S4ea16fc9d9bb9ad7,calculus,D+,1.5,3
S4eadc0bee08613a7,calculus,D+,1.5,3
S4eaf4b9c74bd168f,calculus,C+,2.5,3
S4ec6aff7a8abd339,calculus,D+,1.5,3
S4eddaac8920c7dc8,precalculus,B,3.0,2
S4ee3f9eb92f82872,precalculus,B,3.0,2
S4ef1caeaaa40a0af,calculus,B,3.0,3
S4ef2038dd9936c52,calculus,B,3.0,3
S4ef315359f66b42f,precalculus,B+,3.5,2
S4ef4769fe0fba56b,calculus,E,0.0,3
S4f1109520220ce61,precalculus,C,2.0,2
S4f190a7b9a474d74,precalculus,E,0.0,2
S4f2802d4889f289b,calculus,C+,2.5,3
S4f3c1a8734b2ba6a,calculus,B+,3.5,3
S4f4105f25f68bdfb,calculus,C+,2.5,3
S4f4ab26ede240f27,precalculus,B,3.0,2
S4f5ca48643ff275d,calculus,E,0.0,3
S4f6461e2ae79a148,calculus,B+,3.5,3
S4f64b37b72bac9f2,precalculus,B,3.0,2
S4f65ab5dfdfe59ac,calculus,D+,1.5,3
S4f67362bd35eb2a1,precalculus,B,3.0,2
S4f8b48529ca4406f,calculus,B+,3.5,3
S4fbce502875e540c,calculus,B,3.0,3
S4fc23528848d4c3a,precalculus,C+,2.5,2
S4fc9a91a906fd634,calculus,A+,4.0,3
S4fede8e8f430c601,calculus,D+,1.5,3
S50058594e9aa3c44,calculus,A+,4.0,3
S50133464283d48f8,calculus,B+,3.5,3
S50180763478c0819,calculus,B+,3.5,3
S50193d9f568a4994,calculus,B,3.0,3
S5024f8279b33523c,precalculus,E,0.0,2
S5027fdbcbd6d6679,college_algebra,B+,3.5,1
S5043625e2811a8a8,precalculus,C+,2.5,2
S50476949f779ee21,calculus,D+,1.5,3
S504832c3635ec1df,calculus,B+,3.5,3
S504905931c45227e,calculus,B,3.0,3
S50646b83905bb2f4,precalculus,A,4.0,2
S50753a1f3be272df,college_algebra,A+,4.0,1
S5092f264ff5e7980,precalculus,B,3.0,2
S509454db15c77411,calculus,B+,3.5,3
S50aaeddf7eaf783c,calculus,C,2.0,3
S50c305ae999150b3,calculus,C,2.0,3
S50c42c9164298f6f,precalculus,C,2.0,2
S50c7368dd5be77b1,precalculus,E,0.0,2
S50f1948b14cc53a5,precalculus,A,4.0,2
S50fdf954c6c9a46e,calculus,C,2.0,3
S510236363b5adfee,calculus,A+,4.0,3
S510c103c6c1ca861,calculus,B,3.0,3
S510debd6c2fb7489,calculus,B,3.0,3
S51105470f35326e2,precalculus,E,0.0,2
S5122b265a8b0db9d,calculus,D+,1.5,3
S512df73c28272c07,calculus,B,3.0,3
S5135abccf26ce5be,calculus,C+,2.5,3
S516445a862820bef,precalculus,B,3.0,2
S51789eebb8e635c4,college_algebra,B+,3.5,1
S518bca5318bf4a04,precalculus,D,1.0,2
S519c8850628d0df0,precalculus,C,2.0,2
S51a34cdbdd626455,calculus,B,3.0,3
S51b1374aae424a88,calculus,A,4.0,3
S51cfe7ce97fddd1e,precalculus,A,4.0,2
S51d9fb53e79301f7,precalculus,A+,4.0,2
S51dbe53c85239705,precalculus,A,4.0,2
S52086b73dd5054dc,precalculus,C,2.0,2
S52135e870cbccecb,precalculus,E,0.0,2
S5224177c246e0e97,calculus,A,4.0,3
S5238dfdcd807d53b,calculus,B+,3.5,3
S523c92adf3c9edad,college_algebra,B+,3.5,1
S5249ebf3a93ad0da,calculus,A+,4.0,3
S5254c34864a46406,calculus,D+,1.5,3
S525f5107dafe1ffb,precalculus,D+,1.5,2
S5265cc1ef4adaae2,calculus,B,3.0,3
S5268249083695318,calculus,A,4.0,3
S529212ca318c7595,calculus,B+,3.5,3
S52a0871d4f2d03fb,calculus,C,2.0,3
S52a5d7c3d4905b5d,college_algebra,E,0.0,1
S52b95c0376f3a21b,college_algebra,C,2.0,1
S52f730758ba22118,precalculus,A,4.0,2
S530a2d72f764ccee,precalculus,C,2.0,2
S530ac77ea425718d,precalculus,A,4.0,2
S530ec5f3e475e521,precalculus,B+,3.5,2
S532e584e1cdb72fe,precalculus,A,4.0,2
S5336bbd2129624dc,calculus,C,2.0,3
S53428cfda444ddff,college_algebra,B+,3.5,1
S534b1c1e4f457691,precalculus,B+,3.5,2
S534c118b8afed3fb,precalculus,D+,1.5,2
S535e4a1cabb8dd58,precalculus,B,3.0,2
S5372840debcd38b4,college_algebra,B,3.0,1
S53730b04a357d25b,precalculus,C,2.0,2
S5377223344410696,precalculus,C,2.0,2
S53acf4fc28c6a67f,precalculus,C+,2.5,2
S53cd6ca34aaed396,calculus,Ab,0.0,3
S53d422f57db36df0,precalculus,B,3.0,2
S53eab1c3e2eb40ac,calculus,B+,3.5,3
S54268cb0a91f9d3c,calculus,B,3.0,3
S54396fe226a5a40f,calculus,C+,2.5,3
S5440ef2b0c43e3b5,calculus,C+,2.5,3
S54582ff839d7654f,calculus,D,1.0,3
S545e5086a586f556,calculus,B+,3.5,3
S5464eb8a5b7d684f,precalculus,A,4.0,2
S5471d1ee54a862a3,college_algebra,D+,1.5,1
S54b1ba3a6c68881d,calculus,B+,3.5,3
S54b691bff45a51d7,precalculus,E,0.0,2
S54d1eb47adeccc9e,calculus,A,4.0,3
S54e4a94d1eb6a6b9,precalculus,C,2.0,2
S54e90805c8bea1be,calculus,B,3.0,3
S5501cf434163e473,precalculus,B+,3.5,2
S550218aa7ff496ec,precalculus,B,3.0,2
S550ba3819cf4928f,precalculus,B,3.0,2
S551d27b9f2eb617a,precalculus,A,4.0,2
S554f70238bc933eb,precalculus,B,3.0,2
S556ceb941fd398b1,precalculus,B,3.0,2
S5572f6b9d4d8c00b,calculus,D+,1.5,3
S5581491500746b57,calculus,C+,2.5,3
S559d2fca818b8a0b,calculus,C,2.0,3
S55da666bc64c8969,college_algebra,D+,1.5,1
S55df20355d41df12,college_algebra,D,1.0,1
S5603c8d6da08d81d,calculus,A+,4.0,3
S5611cffb64a66bdd,calculus,A+,4.0,3
S562ebfe8a2e1e245,calculus,B+,3.5,3
S564160c5fd05921a,college_algebra,C,2.0,1
S5656234ef5719c38,precalculus,D+,1.5,2
S56639e03d591d58a,calculus,E,0.0,3
S56801c09ed0e0691,precalculus,E,0.0,2
S56b8205ca6438787,calculus,Ab,0.0,3
S56c188a3cff4b992,calculus,B+,3.5,3
S56ec1dbb221146b6,calculus,D+,1.5,3
S57281602354040b7,college_algebra,C,2.0,1
S573ca0a3a922a30b,calculus,C+,2.5,3
S574cb62ada6a070a,precalculus,E,0.0,2
S57577e1f86c2d911,college_algebra,C+,2.5,1
S5769f8c6c6753ff9,calculus,D+,1.5,3
S57828d7465a85dc6,calculus,A,4.0,3
S57a2c04206b91350,calculus,B+,3.5,3
S57a70ffc6d9ec7b1,college_algebra,D+,1.5,1
S57aefa38e2723150,calculus,D,1.0,3
S57bb3b779d77ec8b,precalculus,C+,2.5,2
S57c1021ffb73f239,precalculus,D+,1.5,2
S57c44f2990a49e07,calculus,C,2.0,3
S57ce287497d619a9,calculus,D+,1.5,3
S57d6a19781b8e664,precalculus,E,0.0,2
S57fb06746db75ba5,calculus,C+,2.5,3
S5813ea874c8d3725,precalculus,B,3.0,2
S581f407029f4e39c,precalculus,B+,3.5,2
S58226efb99d74c75,calculus,D+,1.5,3
S583ea5ab5e8f9106,calculus,D+,1.5,3
S58585f8ff6175089,precalculus,B,3.0,2
S58698ea9387b5273,calculus,B,3.0,3
S5869ac4f344cf237,calculus,C,2.0,3
S5883e2e152d4d32a,college_algebra,C+,2.5,1
S588a349e469bf3b1,calculus,C+,2.5,3
S58940e77d7272e3f,calculus,B,3.0,3
S58b0351b69384619,calculus,B+,3.5,3
S58e8ef2461c1aeb4,precalculus,A+,4.0,2
S58f660bc0660aeb8,calculus,D,1.0,3
S58fdd4491787b640,college_algebra,B+,3.5,1
S59126eebcc24654c,precalculus,B,3.0,2
S5937a092dced3aa1,calculus,A,4.0,3
S5950e76e27e7f8d6,precalculus,D+,1.5,2
S5957a7fe36741aa9,calculus,B,3.0,3
S597486f28dda7346,calculus,A+,4.0,3
S5981c61c9ff8594b,calculus,C,2.0,3
S598e697332a14477,college_algebra,A+,4.0,1
S59b1015625e6179f,calculus,C,2.0,3
S59b55233b478a7f5,college_algebra,B+,3.5,1
S59c6cc9eff7fee1b,college_algebra,B,3.0,1
S59eb8e68113600fe,calculus,A,4.0,3
S59f7a5596d6eff5e,calculus,C+,2.5,3
S5a094d908eccb45d,precalculus,A+,4.0,2
S5a0eec219e804327,precalculus,C+,2.5,2
S5a3ef24cf76e1296,college_algebra,B+,3.5,1
S5a55f88799db9127,precalculus,A,4.0,2
S5a6817c58a356cd4,college_algebra,D,1.0,1
S5a75ec6b35b74fbb,precalculus,C,2.0,2
S5a9c778275e9eb7b,calculus,B+,3.5,3
S5aa612031485589c,calculus,C+,2.5,3
S5aaa8ed58b17f9c4,precalculus,C,2.0,2
S5abcd13587ce26cf,calculus,D+,1.5,3
S5adce9bc63656bc7,calculus,B,3.0,3
S5adf145de1cae4d6,precalculus,B,3.0,2
S5ae77ef6af7cd65f,calculus,D+,1.5,3
S5af9e93a67efdf4a,calculus,C+,2.5,3
S5b04a8a720afde5a,college_algebra,B+,3.5,1
S5b081f191d3e5d7e,precalculus,C,2.0,2
S5b124e6231727f5c,calculus,D+,1.5,3
S5b146314dd326ba1,precalculus,B+,3.5,2
S5b1b20887e4b51fa,precalculus,A+,4.0,2
S5b1f63afde5455ad,calculus,B+,3.5,3
S5b2d27aac4863b2b,calculus,A+,4.0,3
S5b37134f1c3eadae,calculus,C,2.0,3
S5b3f1226d647586a,calculus,D+,1.5,3
S5b5379e8b59ab697,precalculus,A,4.0,2
S5b69a73ef6d47ea1,calculus,C+,2.5,3
S5b716c9d9e8db955,calculus,C+,2.5,3
S5b72ff664ad6e677,calculus,C,2.0,3
S5b9d18c934573ec4,college_algebra,C+,2.5,1
S5bcfd665cd36ffde,precalculus,E,0.0,2
S5bd4dc0f10c91556,precalculus,B,3.0,2
S5bf6ea13a7dd1c9b,precalculus,B+,3.5,2
S5c121c7ae28273c7,precalculus,C,2.0,2
S5c350b50acee15c2,calculus,C+,2.5,3
S5c3c5695a0f862d0,college_algebra,A+,4.0,1
S5c4d8ecdced274e7,precalculus,D+,1.5,2
S5c4fd4d3788a55a0,calculus,C,2.0,3
S5c99ba5f5b27e81d,precalculus,E,0.0,2
S5c9bf763bbb2c9f9,calculus,A+,4.0,3
S5cb4f675f49c7e8c,calculus,C+,2.5,3
S5cdf39fa6d475356,calculus,B,3.0,3
S5cfb4ac4e621e89c,calculus,B,3.0,3
S5d2225afac0ba597,calculus,E,0.0,3
S5d3585b60e906c84,calculus,D+,1.5,3
S5d464482f65bdc5f,precalculus,D+,1.5,2
S5d4894db6d22765e,calculus,B+,3.5,3
S5d7930827f34fa70,calculus,C+,2.5,3
S5d9d3496f4849167,precalculus,A,4.0,2
S5d9e9977295271ba,precalculus,C+,2.5,2
S5da76aff565ffc4c,precalculus,A,4.0,2
S5db09c06b9841098,precalculus,A+,4.0,2
S5db6723de58a28d3,precalculus,C,2.0,2
S5dc06a611fd3bed1,calculus,A+,4.0,3
S5dc46522cf3666d1,calculus,B,3.0,3
S5decce72c634c14a,calculus,C,2.0,3
S5df72fe8c0de8705,calculus,C,2.0,3
S5dfdceec336e372e,calculus,D+,1.5,3
S5e12cf5f76997679,calculus,E,0.0,3
S5e21a649b9ebdcf9,college_algebra,A,4.0,1
S5e35e0955ff4f055,calculus,C,2.0,3
S5e36278c449ef2ab,calculus,B+,3.5,3
S5e5166247d912314,precalculus,C,2.0,2
S5e522ca0b029d42b,calculus,B+,3.5,3
S5e698fede6c763d8,precalculus,C+,2.5,2
S5e71a2543b6dae93,calculus,A,4.0,3
S5e755df1a6f863dc,precalculus,C+,2.5,2
S5e7591e04f465f95,calculus,C+,2.5,3
S5e98999b026171bb,college_algebra,C,2.0,1
S5ea40534acb98d15,calculus,C+,2.5,3
S5ea90d06a277843f,calculus,B,3.0,3
S5eafb331d4f4af29,calculus,A+,4.0,3
S5ec8f61a70a0b03e,calculus,E,0.0,3
S5ed65c70a6b4b573,calculus,C,2.0,3
S5ed7d7ac4bb8ea70,calculus,D+,1.5,3
S5eef2ef6e7fa0b9a,precalculus,C+,2.5,2
S5ef6064386fa39d9,precalculus,D+,1.5,2
S5ef9bc3e7e350366,calculus,A,4.0,3
S5efabf456b133eba,precalculus,B+,3.5,2
S5f0860c8725c1e79,precalculus,A,4.0,2
S5f08a2acac5b8574,calculus,B,3.0,3
S5f128292532f7c62,calculus,D+,1.5,3
S5f1c7f8006e8cf88,precalculus,B,3.0,2
S5f3f88e69673da49,calculus,C+,2.5,3
S5f43f9781fc1d961,calculus,E,0.0,3
S5f5c474f117e0d3c,calculus,D,1.0,3
S5f5db4b821da55ef,college_algebra,B,3.0,1
S5f5e88bc3ea471cb,precalculus,C,2.0,2
S5f66a6c891b7feb2,college_algebra,C+,2.5,1
S5f8822e93b837d9c,calculus,B+,3.5,3
S5f8edb7aa15c911c,calculus,A,4.0,3
S5f9b44a6c85c8833,college_algebra,C+,2.5,1
S5f9dee7a0dd2ef34,calculus,C,2.0,3
S5fc4e80824633177,calculus,D+,1.5,3
S5fda6cc837a16739,precalculus,C+,2.5,2
S6004bc4e5822281b,precalculus,E,0.0,2
S6011ab77df381361,precalculus,B+,3.5,2
S6021f877d11cbf15,precalculus,C,2.0,2
S6025f5c5b855e226,precalculus,B,3.0,2
S602be727799c3a33,calculus,C,2.0,3
S602ca5c3ab8212fb,calculus,E,0.0,3
S602e8244e153afe7,calculus,D,1.0,3
S604dfa6a89cc73c8,college_algebra,B,3.0,1
S60509a4587711375,precalculus,C,2.0,2
S605217c599c90c60,calculus,C,2.0,3
S6055de0c511f7ea3,calculus,B,3.0,3
S605fde6bda5ec03d,calculus,B+,3.5,3
S6065ee82b750a5f9,precalculus,C,2.0,2
S607975d1e2a86fbe,calculus,A,4.0,3
S608a490a698a2bdc,calculus,E,0.0,3
S60913c9d6b28ac43,calculus,B,3.0,3
S610e4deac03ef92a,calculus,A,4.0,3
S611953db41eb50a0,precalculus,B+,3.5,2
S6125b08071f4fa5e,precalculus,B,3.0,2
S613ae458e1440406,calculus,B,3.0,3
S6157754b87afcf92,calculus,C+,2.5,3
S616fafd80e2dcd92,calculus,C,2.0,3
S617a74d7c91f186f,calculus,B,3.0,3
S61810bf3b97dd7de,precalculus,A+,4.0,2
S618ddf70960fc8b5,calculus,C+,2.5,3
S61cba85cb3608584,calculus,A,4.0,3
S61d6ca9fb42e855e,calculus,B,3.0,3
S6216cba3ea3710f9,precalculus,D+,1.5,2
S62221c0d20805cf3,precalculus,E,0.0,2
S622d398102ba3a22,calculus,A,4.0,3
S622df60a4a0199e5,precalculus,C,2.0,2
S623694f6668e5d9d,calculus,C,2.0,3
S6263c6ff1ddaedbb,precalculus,A,4.0,2
S626e23235413a637,calculus,C+,2.5,3
S6284c5aa672403a3,calculus,B+,3.5,3
S62996e7a1fd48e72,calculus,B,3.0,3
S62b3d977519e0860,calculus,C,2.0,3
S62d91923442b8051,precalculus,C+,2.5,2
S62e816d63e169d74,calculus,C+,2.5,3
S62f4c2a8eee6d930,calculus,B+,3.5,3
S6302a28336b6f353,precalculus,C,2.0,2
S6310b32a6d92bf5c,calculus,C+,2.5,3
S631ac0fccec5f3a4,calculus,B+,3.5,3
S631cf6e571ab7d2d,calculus,A,4.0,3
S63210cd4bc3b7ddb,calculus,A,4.0,3
S632d30f3d02a11bf,precalculus,D,1.0,2
S6333b18819df9d79,calculus,C+,2.5,3
S633cb117f40a0f85,calculus,C+,2.5,3
S6340ab7c21bc54bc,calculus,E,0.0,3
S63477bf5c15a66a0,calculus,A,4.0,3
S634f907f500577b5,calculus,B+,3.5,3
S63710ff4bffe94aa,precalculus,D,1.0,2
S6373eb27cf3f9279,calculus,B,3.0,3
S6379e933eed97290,calculus,D+,1.5,3
S6381ab7b2759346a,college_algebra,B+,3.5,1
S6382d08e8fe190f4,calculus,B+,3.5,3
S63b67abd1e0b4e8a,calculus,C+,2.5,3
S63b86a1a4cb621b0,precalculus,D+,1.5,2
S63baf48b62c66a86,precalculus,A,4.0,2
S63c6c1d1fd30f180,precalculus,A+,4.0,2
S63f59f6dfadab978,calculus,B,3.0,3
S63f5f8edcbadd122,calculus,B,3.0,3
S63fa84e613f3e9a8,precalculus,B+,3.5,2
S6401f0d56c8b5822,calculus,A,4.0,3
S6406d0f2a0cd9b79,calculus,D,1.0,3
S6424e4e1e54ab05e,calculus,C,2.0,3
S6437bcb69a4031f1,calculus,A,4.0,3
S643a6f85407fdef7,calculus,B+,3.5,3
S648c0718825e23c5,precalculus,C+,2.5,2
S6494e20648bee95a,calculus,C,2.0,3
S649816ef2e0323c5,calculus,B,3.0,3
S64ba11d480976aa5,calculus,C,2.0,3
S64c465ca484db134,precalculus,D+,1.5,2
S64c6202ed4fe2356,precalculus,A+,4.0,2
S64db01f51b07beba,precalculus,A+,4.0,2
S64f8ce1352648c56,calculus,D+,1.5,3
S651dd3e5a03d3dea,calculus,D+,1.5,3
S651fde025fe3be21,calculus,C,2.0,3
S6520b074e4a21daf,precalculus,A+,4.0,2
S652e1b666c7e28a1,calculus,C,2.0,3
S653a61a7efe3a764,precalculus,B,3.0,2
S65593d48b1a17eee,precalculus,A,4.0,2
S656fe95efd6781ea,precalculus,C,2.0,2
S6588041f66013570,calculus,E,0.0,3
S658d89b54a433a66,calculus,B+,3.5,3
S659bdb31053febaa,calculus,D,1.0,3
S65e4bce15b90ccb1,calculus,C+,2.5,3
S65f8b7c84faf5750,calculus,C+,2.5,3
S6605c5387ce189e2,precalculus,C+,2.5,2
S6609a96f3b6b75a4,calculus,B+,3.5,3
S66513050d458375b,calculus,C,2.0,3
S665df3a8ce52727f,precalculus,D,1.0,2
S66a9a10b3799efd2,calculus,C,2.0,3
S66b9553dac3f9c25,calculus,A,4.0,3
S66c626d7e3d3aa60,precalculus,B,3.0,2
S66d772183d867fc9,precalculus,C+,2.5,2
S66efa9d65b8ed366,calculus,A,4.0,3
S67041ccc3398a344,calculus,A,4.0,3
S670c2938dea72e35,precalculus,D+,1.5,2
S67158fa53e36c5c9,calculus,C,2.0,3
S671e17e7d7b17f3e,calculus,C,2.0,3
S6722ff41881b7366,calculus,B+,3.5,3
S673d0b3184da85d5,calculus,A,4.0,3
S67418c05670a38a3,precalculus,B,3.0,2
S674367c57f6eb4c8,precalculus,B+,3.5,2
S674cde5a676f1eee,calculus,B+,3.5,3
S6774eec031596b4d,calculus,A,4.0,3
S677b15bbaa0199f0,precalculus,B,3.0,2
S677d67874438e5a7,calculus,B+,3.5,3
S678f5d1353e451f5,calculus,A,4.0,3
S6798d8f6e19a0c98,calculus,E,0.0,3
S679fd3630e1e7ca2,calculus,B+,3.5,3
S67a02c8c4b521c11,calculus,C,2.0,3
S67b27d4696d6dc38,calculus,D,1.0,3
S67b95b6b10f84673,calculus,A+,4.0,3
S67b9fec4a5625de4,precalculus,E,0.0,2
S6800edb3b351258e,calculus,A,4.0,3
S680b2dac64b474c9,calculus,C,2.0,3
S680f1355c894d993,precalculus,A+,4.0,2
S681d21f339e6a43b,calculus,A,4.0,3
S68277adefd6193e9,college_algebra,C,2.0,1
S6831bfa0e6fa912f,precalculus,C,2.0,2
S6895ff31a00f488d,calculus,C+,2.5,3
S68a522254bcdf00d,calculus,A+,4.0,3
S68c810f300e4e1e8,precalculus,D+,1.5,2
S68cd6599a5d78908,calculus,C,2.0,3
S68d9f2f73c8aed1a,calculus,C+,2.5,3
S68dbb52c7db2fb70,precalculus,A+,4.0,2
S68dcbc4fea6cda51,calculus,B+,3.5,3
S68fa9b02527f700f,precalculus,B,3.0,2
S68ff4b282c09f7f5,calculus,E,0.0,3
S68ff78fab21d2870,precalculus,B+,3.5,2
S69148c47ce17762d,precalculus,C,2.0,2
S6927688e0931d1e1,calculus,B,3.0,3
S6932285e5e5df77f,precalculus,A+,4.0,2
S693950bdcf3ec25f,calculus,A+,4.0,3
S6957b8698bafd081,calculus,D+,1.5,3
S69644be976f389f9,calculus,A+,4.0,3
S696b035b1feb3482,precalculus,E,0.0,2
S698b41503436db13,college_algebra,B+,3.5,1
S69ace707598c6cb9,precalculus,A+,4.0,2
S69db48dd5eb7ba25,calculus,B+,3.5,3
S69f3b2741b04f590,calculus,A,4.0,3
S6a206568cb1e8250,college_algebra,C,2.0,1
S6a275db4779e413f,calculus,A+,4.0,3
S6a333b18bf248716,calculus,B,3.0,3
S6a33a5cb2bec1b78,precalculus,A,4.0,2
S6a3c5473c9cf212a,precalculus,A+,4.0,2
S6a43de435e5e408c,precalculus,B+,3.5,2
S6a46c7e3a2ada44c,calculus,B+,3.5,3
S6a4d7d45a3e7f4a5,calculus,B,3.0,3
S6a4db43e427a42d6,precalculus,C+,2.5,2
S6a51618056b7090d,calculus,B,3.0,3
S6a52097f14afc109,calculus,C+,2.5,3
S6a5ccf4f42916d28,precalculus,A,4.0,2
S6a753b7ff239cf9d,calculus,B+,3.5,3
S6a7832a6722d68ed,college_algebra,D,1.0,1
S6a7a402849c92f17,calculus,D+,1.5,3
S6a82b1b3872a6e4b,calculus,B,3.0,3
S6ab467f8922c17e7,calculus,E,0.0,3
S6ab4ac6ce66f09bd,precalculus,B,3.0,2
S6aba60485b80327d,precalculus,C,2.0,2
S6ac9fa39deac5570,precalculus,B+,3.5,2
S6ae10dbb3dbccd7a,calculus,B+,3.5,3
S6ae424eb3af7041e,calculus,C,2.0,3
S6b04a88136ebc4dd,calculus,A,4.0,3
S6b058ddd23977668,precalculus,A+,4.0,2
S6b0b053b6f30205a,precalculus,D+,1.5,2
S6b15d424a1133c2c,calculus,B,3.0,3
S6b1edb8adfcb6f6a,calculus,C,2.0,3
S6b20da05da7838b5,calculus,A,4.0,3
S6b5f6edeb075c6eb,precalculus,B,3.0,2
S6b7ed7c5aeef91e3,calculus,B,3.0,3
S6b94b772c7d34f5f,precalculus,B+,3.5,2
S6ba256446d20bac6,precalculus,C+,2.5,2
S6bb0d7c4f71bcfa1,precalculus,D+,1.5,2
S6bb6e5fa843580b7,precalculus,C+,2.5,2
S6bc470c46992a74a,precalculus,B+,3.5,2
S6bcfe99b156772b1,calculus,D+,1.5,3
S6bd1dadfcbd2e2a9,calculus,B+,3.5,3
S6bd33ca9ac662c8f,precalculus,A,4.0,2
S6bd3abac71ae3004,calculus,B,3.0,3
S6bd6736365514d90,precalculus,C+,2.5,2
S6bdd89ba68088a28,college_algebra,C,2.0,1
S6be3dc118e3d0220,precalculus,B,3.0,2
S6be821a03631bd96,calculus,B,3.0,3
S6bf5ffec2e7f0d47,calculus,B+,3.5,3
S6bf66a39555ec1b6,precalculus,C+,2.5,2
S6c1c35bcbc96c23b,calculus,A+,4.0,3
S6c288b51f9e0d756,college_algebra,B,3.0,1
S6c36edd6ac3bdb2d,precalculus,C+,2.5,2
S6c38bb98b500fa33,calculus,B+,3.5,3
S6c842965059390d3,calculus,B,3.0,3
S6c951547fed81930,precalculus,C,2.0,2
S6c97f4467a5f9678,precalculus,B,3.0,2
S6ca11a68df85135a,college_algebra,A,4.0,1
S6cc8ed6c57bc3b7e,precalculus,C,2.0,2
S6d0190bcb56f32ec,precalculus,B+,3.5,2
S6d0ddc23fba11f84,calculus,D+,1.5,3
S6d358aff5973dcdf,college_algebra,C+,2.5,1
S6d4b51a82b72aa8f,precalculus,E,0.0,2
S6d5c64c7a983967d,calculus,D+,1.5,3
S6d769b8a4555f2de,precalculus,C,2.0,2
S6d8aaebe8e446d0a,college_algebra,C,2.0,1
S6dac32e29bdae765,precalculus,B+,3.5,2
S6dc3195e20d496cc,calculus,B,3.0,3
S6ddb2446f88d9fa1,precalculus,C+,2.5,2
S6dde3fa969369fb1,calculus,D+,1.5,3
S6ddea9cf40b9083c,precalculus,C,2.0,2
S6dea19b5ca552313,calculus,E,0.0,3
S6df69292b083a462,precalculus,D+,1.5,2
S6e1035e2b16723e7,calculus,C+,2.5,3
S6e15923e47c8c3b2,calculus,D+,1.5,3
S6e321da27f910c67,calculus,D,1.0,3
S6e37dc9f00ae09d6,college_algebra,A,4.0,1
S6e454f87b5d9615d,college_algebra,A,4.0,1
S6e48428a37cc1786,precalculus,B,3.0,2
S6e56d3c37f8da86b,calculus,C+,2.5,3
S6e5c08e11be593d3,calculus,D+,1.5,3
S6e738c8c6f97e1c0,calculus,C,2.0,3
S6e7a42bebe918064,precalculus,A,4.0,2
S6e8945f3eed2488e,precalculus,C+,2.5,2
S6e8e2e8a802d7916,precalculus,C,2.0,2
S6e93a03e9b42b83a,calculus,A,4.0,3
S6ea9a86de9861df6,precalculus,E,0.0,2
S6ecfd6aa7cab278a,calculus,B+,3.5,3
S6eddf200ae954bc6,calculus,B+,3.5,3
S6ef6aa85b8851df2,college_algebra,D+,1.5,1
S6efc8c79c92027e7,calculus,B,3.0,3
S6f194eb17880470d,calculus,B+,3.5,3
S6f28ea4ed80d6baf,precalculus,A,4.0,2
